Author(s) ID,Title,Year,Source title,Cited by,Link,Abstract,Author Keywords,Index Keywords,Sponsors,Conference name,Conference date,Conference location,Conference code,Language of Original Document,Document Type,Publication Stage,Open Access,Source
"57200614062;33167521200;6507345947;6505838174;","Mixed integer optimization of IDMT overcurrent relays in the presence of wind energy farms using PSO algorithm",2015,"Periodica polytechnica Electrical engineering and computer science",4,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84929012179&doi=10.3311%2fPPee.7525&partnerID=40&md5=c56751acce515adeac2ae1380301a0e1","This paper presents an optimal coordination of inverse definite minimum time (IDMT) directional overcurrent relays (DOCR) in the presence of Wind Energy Farms (WEF). Firstly, the impact of WEF on the relays coordination is focused, after that we search for the new relays setting to ensure an optimal coordination of the relays. The coordination problem is formulated as a constrained nonlinear mono-objective optimization problem. The objective function of this optimization problem is the minimization of the operation time of the associated relays. In terms of decision variables; two types of optimizations are considered in this paper, namely: real parameter optimization where, the time dial setting (TDS), and the pickup current setting (IP) are considered as the real decision variables of the optimization problem and the mixed integer optimization, where the IEC curve characteristic of each relay is added to the previous variables as an integer decision variable. The characteristics of the relays are always chosen arbitrary or by trial and error method. To solve this constrained non linear optimization problem, the particle swarm optimization method is used. The proposed method is validated on IEEE 8-bus power transmission test systems considering various scenarios.","Directional overcurrent protection; Fault current; Mixed integer constrained optimization; Optimal coordination; Particle swarm optimization; Wind energy farms","Algorithms; Constrained optimization; Curve fitting; Decision making; Electric fault currents; Electric relays; Integer programming; Inverse problems; Nonlinear programming; Optimization; Overcurrent protection; Wind power; Constrained non-linear optimizations; Directional over-current relays; Directional overcurrent protection; Mixed integer; Optimal coordination; Particle swarm optimization method; Pickup current settings (Ip); Real-parameter optimization; Particle swarm optimization (PSO)",,,,,,"English",Article,"Final","All Open Access, Bronze, Green",Scopus
"6603202641;6504336404;56497137700;7006934987;","InterCriteria decision making approach to EU member states competitiveness analysis: Temporal and threshold analysis",2015,"Advances in Intelligent Systems and Computing",9,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84921849348&doi=10.1007%2f978-3-319-11313-5_9&partnerID=40&md5=29c10b31312857eae2e627e18434eaf8","In this paper, we present some interesting findings from the application of our recently developed InterCriteria Decision Making (ICDM) approach to data extracted from the World Economic Forum’s Global Competitiveness Reports for the years 2008–2009 to 2013–2014 for the current 28 Member States of the European Union. The developed approach which employs the apparatuses of index matrices and intuitionistic fuzzy sets is designed to produce from an existing index matrix with multiobject multicriteria evaluations a new index matrix that contains intuitionistic fuzzy pairs with the correlations revealed to exist in between the set of evaluation criteria, which are not obligatory there ‘by design’ of the WEF’s methodology but exist due to the integral, organic nature of economic data. Here, we analyse the data from the six-year period within a reasonably chosen intervals for the thresholds of the intuitionistic fuzzy functions of membership and non-membership, and make a series of observations about the current trends in the factors of competitiveness of the European Union. The whole research and the conclusions derived are in line with WEF’s address to state policy makers to identify and strengthen the transformative forces that will drive future economic growth. © Springer International Publishing Switzerland 2015.","Global Competitiveness Index; Index matrix; InterCriteria decision making; Intuitionistic fuzzy sets; Multicriteria decision making","Competition; Digital storage; Economics; Fuzzy sets; Matrix algebra; Evaluation criteria; Factors of competitiveness; Global competitiveness; Intuitionistic fuzzy; Intuitionistic fuzzy sets; Multi criteria decision making; Multi-criteria evaluation; Threshold analysis; Decision making",,,,,,"English",Article,"Final","",Scopus
"7201380021;6701613202;","Modeling, instrumentation, automation, and optimization of water resource recovery facilities",2015,"Water Environment Research",1,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84946064377&doi=10.2175%2f106143015X14338845155589&partnerID=40&md5=036896e77a8ee373161644407fe20f10","A review of the literature published in 2014 on topics relating to water resource recovery facilities (WRRF) in the areas of modeling, instrumentation, automation and optimization of wastewater treatment is presented. Note that WEF has adopted 'WRRF' replacing such previous terms as publicly owned treatment works, wastewater treatment plant (WWTP), and other terms and officially instituted this change in its publications beginning in 2012. It is anticipated the replaced terms will remain in use by other publications and authors for some time. This review will strive to maintain consistency with this change but also avoid confusion where possible. © 2015 Water Environment Federation.","Automation; Control; Instrumentation; Measurements; Modeling; Optimization; Wastewater treatment; Water reclamation; Water resource recovery facilities","Automation; Control; Measurements; Models; Natural resources; Optimization; Reclamation; Recovery; Wastewater reclamation; Wastewater treatment; Water treatment; Instrumentation; Publicly owned treatment works; Resource recovery; Wastewater treatment plants; Water resources; biogas; hydrogen sulfide; automation; instrumentation; literature review; optimization; recovery; tree; wastewater; activated sludge; aeration; anaerobic digestion; artificial neural network; automation; biochemical oxygen demand; chemical oxygen demand; computational fluid dynamics; continuous flow reactor; Continuous flow tubular electrochemical reactor; crystallization; decision support system; energy recovery; greenhouse gas; hydrolysis; nutrient management; oxygen supply; physical chemistry; priority journal; process optimization; quality control; response surface method; Review; sequencing batch reactor; ultraviolet radiation; waste water management; waste water treatment plant; water resource recovery facility; water supply",,,,,,"English",Review,"Final","All Open Access, Bronze",Scopus
"56755238300;","Reviews of the competitiveness of European countries",2015,"Romanian Review Precision Mechanics, Optics and Mechatronics",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84938543159&partnerID=40&md5=1bb3a51545d64b609968f9f1787596f9","With this article we are aiming to analyze the results of the application of some widely recognized models, used in evaluating the competitiveness performances between different countries. Through an econometric analysis based on a panel-type model we have tested the existence of a causal relationship between “WEF global competitiveness index” and “IMD competitiveness scoreboard”. We will analyze the results of those models, which were applied for 29 European states and the link between them. A positive relationship between the results of these models for the European states is important in studying the process of real convergence. © 2015, Editura Cefin. All rights reserved.","Competitiveness; Evaluation; Indicators; International comparisons","Indicators (instruments); Mechanical properties; Causal relationships; Competitiveness; Econometric analysis; European Countries; Evaluation; Global competitiveness; International comparison; Competition",,,,,,"English",Article,"Final","",Scopus
"7102901028;8703036000;","A modular approach to optimizing green infrastructure design through unit processes and continuous hydrologic simulation",2015,"88th Annual Water Environment Federation Technical Exhibition and Conference, WEFTEC 2015",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070604285&doi=10.2175%2f193864715819540324&partnerID=40&md5=a60e641761c4245902977c60f5026547","A desktop-based methodology is presented for sizing each component of a stormwater green infrastructure (GI) facility to meet a range of flow management objectives for urban redevelopment / retrofit projects. This approach extends the Critical Storm method, adopted by many Ohio communities for sizing flood control detention facilities, to frequent storms causing water quality degradation, and achieving cost-effective flow reductions in areas with substandard drainage. First, a range of flow frequency relationships for typical urban catchments were developed using continuous hydrologic modeling with USEPA’s SWMM5 software to establish desired flow management objectives for an urban catchment. Next, the SWMM5 routines for modeling LID Controls were used to represent a range of design configurations for a generic bioretention cell, including surface area/depth, soil type / depth, subsurface storage, and underdrain size / offset. Nineteen years of rainfall data were used to determine the parameters with the largest influence on design goals. A step-by-step conceptual sizing process was developed, supported by a set of nomographs. Copyright ©2015 Water Environmental Federation.","Continuous Simulation; CSO Control; Green Infrastructure; Low Impact Development; Stormwater Management; SWMM; Urban Redevelopment; WEF MOP","Catchments; Cost effectiveness; Digital storage; Flood control; Runoff; Storms; Water quality; Continuous simulation; Green infrastructure; Low impact development; Storm-water managements; SWMM; Urban redevelopment; WEF MOP; Quality control",,"88th Annual Water Environment Federation Technical Exhibition and Conference, WEFTEC 2015","26 September 2015 through 30 September 2015",,149563,"English",Conference Paper,"Final","",Scopus
"35231062700;7003592874;6602172829;","The Water-Energy-Food Nexus: Enhancing Adaptive Capacity to Complex Global Challenges",2015,"Governing the Nexus: Water, Soil and Waste Resources Considering Global Change",95,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84956761467&doi=10.1007%2f978-3-319-05747-7_3&partnerID=40&md5=68226676eaf6467fcfab2ad3bac8bcf4","Multiple intersecting factors place pressure on planetary systems on which society and ecosystems depend. Climate change and variability, resource use patterns, globalization viewed in terms of economic enterprise and environmental change, poverty and inequitable access to social services, as well as the international development enterprise itself, have led to a rethinking of development that solely addresses economic growth. Fulfilling the essential human aspirations for quality of life, meaningful education, productive and rewarding work, harmonious relations, and sustainable natural resource use requires ingenuity, foresight and adaptability. © Springer International Publishing Switzerland 2015.","Adaptive management; Anthropocene; Groundwater; Nexus; Nexus approach; Peri-urban agriculture; Resilience; Resource recovery; Sustainable Development Goals (SDGs); Wastewater reuse; Water-energy-food nexus; WEF nexus; World Commission on Dams","Agriculture; Economics; Groundwater; Groundwater resources; Sustainable development; Wastewater reclamation; Water conservation; Adaptive Management; Anthropocene; Nexus; Nexus approach; Peri-urban agricultures; Resilience; Resource recovery; Wastewater reuse; Water energy; WEF nexus; World commission on dams; Climate change",,,,,,"English",Book Chapter,"Final","",Scopus
"23392583300;56803491500;","Water–energy–food nexus in a transboundary context: the Euphrates–Tigris river basin as a case study",2015,"Water International",29,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84945437169&doi=10.1080%2f02508060.2015.1078577&partnerID=40&md5=0298a2c55e36c26d3371413e93118c87","The interlinkage between water, energy and food security and its transboundary relevance is becoming increasingly important. The paper analyses the evolution of transboundary water resources management in the Euphrates–Tigris basin with specific reference to interlinkages between water, food and energy policies at national and transboundary levels, and it explores how the policy shifts at the highest decision-making level have served to produce synergies for cooperation among the riparians or vice versa. © 2015 International Water Resources Association.","Euphrates–Tigris river basin; Iraq; Syria; transboundary water politics; Turkey; water–energy–food (WEF) nexus",,,,,,,"English",Article,"Final","",Scopus
"6506173410;12545552200;7801313595;6603953124;55793468700;","To what end? Drip irrigation and the water–energy–food nexus in Morocco",2015,"International Journal of Water Resources Development",23,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84930039382&doi=10.1080%2f07900627.2015.1020146&partnerID=40&md5=42823d01260ebe1fe5b81e33c4ba9fb0","This article draws on three case studies of drip irrigation adoption in Morocco to consider the water–energy–food nexus concept from a bottom-up perspective. Findings indicate that small farmers' adoption of drip irrigation is conditional, that water and energy efficiency does not necessarily reduce overall consumption, and that adoption of drip irrigation (and policies supporting it) can create winners and losers. The article concludes that, although the water–energy–food WEF nexus concept may offer useful insights, its use in policy formulation should be tempered with caution. Technical options that appear beneficial at the conceptual level can have unintended consequences in practice, and policies focused on issues of scarcity and efficiency may exacerbate other dimensions of poverty and inequality. © 2015, © 2015 Taylor & Francis.","drip irrigation; Morocco; policy; poverty reduction; water-energy-food nexus","Energy efficiency; Public policy; Case-studies; Conceptual levels; Drip irrigation; Morocco; Policy formulation; Poverty reduction; Unintended consequences; Water energy; Irrigation; bottom-up approach; drip irrigation; energy efficiency; hydroelectric power; policy approach; poverty alleviation; resource scarcity; water resource; Morocco",,,,,,"English",Article,"Final","",Scopus
"6603202641;6504336404;48761652000;6603348311;","Intercriteria decision making approach to EU member states competitiveness analysis: Trend analysis",2015,"Advances in Intelligent Systems and Computing",15,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84921415315&doi=10.1007%2f978-3-319-11313-5_10&partnerID=40&md5=6d1ce0f307738a3935a745ec238aa852","In this paper, we continue our investigations of the newly developed InterCriteria Decision Making (ICDM) approach with considerations about the more appropriate choice of the employed intuitionistic fuzzy threshold values. In theoretical aspect, our aim is to identify the relations between the thresholds of inclusion of new elements to the set of strictly correlating criteria and the numbers of correlating pairs of criteria thus formed. We illustrate the findings with data extracted from the World Economic Forum’s Global Competitiveness Reports for the years 2008–2009 to 2013–2014 for the current 28 Member States of the European Union. The study of the findings from the considered six-year period involves trend analysis and computation of two approximating functions: a linear function and a polynomial function of 6th order. The per-year trend analysis of each of the 12 criteria, called ‘pillars of competitiveness’ in the WEF’s GCR methodology, gives an opportunity to prognosticate their values for the forthcoming year 2014–2015. © Springer International Publishing Switzerland 2015.","Global competitiveness index; InterCriteria decision making; Intuitionistic fuzzy sets; Multicriteria decision making; Trend analysis","Competition; Fuzzy sets; Global competitiveness; Intuitionistic fuzzy; Intuitionistic fuzzy sets; Linear functions; Multi criteria decision making; Polynomial functions; Theoretical aspects; Trend analysis; Decision making",,,,,,"English",Article,"Final","",Scopus
"55321865800;55322021000;56310950100;","Entrepreneurship, global competitiveness and legitimacy",2015,"New Challenges in Entrepreneurship and Finance: Examining the Prospects for Sustainable Business Development, Performance, Innovation, and Economic Growth",8,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944537425&doi=10.1007%2f978-3-319-08888-4_4&partnerID=40&md5=a0884cb6583b2a76541847a49ac416bb","The purpose of the present research is to further study the relation between Entrepreneurship, Global Competitiveness and Legitimacy of a country. The initial hypothesis is that the higher the rate of entrepreneurship is, the greater the indicators of competitiveness and political legitimacy will be, increasing thus the possibility of economic growth for the country. This relation in Spain is measured using the Global Entrepreneurship Monitor (GEM), the European Social Survey (ESS) of the Union European (EU) and the Global Competitiveness Index (GCI) of the World Economic Forum (WEF) for the period between 2006 and 2012. The results show a decline in the entrepreneurship rate in Spain, which translates into a loss of competitiveness and a considerable decline of political legitimacy, especially regarding acts of justification (confidence in the political system and disappointment with the economy and the institutions). Results also indicate that public-private efforts are necessary to increase the entrepreneurship rate and improve legitimacy that enables Spain to attract investments and improve their position in the rankings that evaluate its competitiveness. © Springer International Publishing Switzerland 2015.",,,,,,,,"English",Book Chapter,"Final","",Scopus
"57191159443;57191163886;6505519163;","Stormwater funding program evaluation: Always room for improvement",2015,"88th Annual Water Environment Federation Technical Exhibition and Conference, WEFTEC 2015",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070501524&doi=10.2175%2f193864715819555418&partnerID=40&md5=b63d5ff9c1a085e5b0949eca693e8080","Every user-fee-funded stormwater program evolves and is subject to changing needs and requirements. Funding program changes can occur reactively or proactively. Many user-fee funded stormwater programs are initially established to fund a driving purpose such as compliance with regulatory requirements, the need for better maintenance of best management practices (BMPs) that are not being maintained by private entities, or the need to finance significant capital facilities. Changing needs and demands require periodic evaluation of a stormwater program to address additional activities and increased stakeholder expectations. With nearly 1,500 user-fee-funded programs in North America, a structured method of program evaluation and improvement is very much needed. Program evaluation can be accomplished in a variety of ways and to a varying degree of detail. The question and issue becomes: How is this best accomplished? The Water Environment Federation (WEF) recently published ""User-Fee Funded Stormwater Programs"" (WEF 2013). This publication not only updates information on the state of the art for these programs, but has added an important chapter specifically addressing the evaluation and improvement of existing stormwater funded programs. This paper presents the rationale and method developed to address program review and enhancement as described in this important Chapter of the aforementioned publication. More specifically the paper provides a structured method and ""score card"" tool designed to assess an existing user-fee funded stormwater program and to develop a proactive plan of action for overall stormwater management program improvement. The methodology will provide the practitioner with an assessment of an existing program sufficient to identify functions and program components that may need to be changed, adjusted, or otherwise improved. Application and use of the score card to assess and determine specific action plans to enhance and improve the existing program will be demonstrated. A simple but highly useful scoring methodology developed for assessment and determination of actionable improvements are discussed. The assessment is organized into three primary program areas: 1. Functional elements 2. Revenue elements 3. Management elements The separate scoring of these three program areas avoids strength in one area to distort or cover potential weaknesses in another. The reviewer is able to assess these three significant program components to provide a focused assessment. You will learn: 1. Why program evaluation is needed; 2. What elements of the program should be assessed; 3. What elements of the program need attention; 4. What specific improvements should be made; 5. Who should conduct the assessment; 6. How the assessment is to be made; 7. When the assessment is to be made; and 8. How to use the results of the assessment. Copyright ©2015 Water Environmental Federation.","Program enhancement; Program improvement; Stormwater program evaluation; Stormwater utility; Sustainable funding; User-fee-funded","Finance; Regulatory compliance; Storms; Program evaluation; Program improvement; Stormwaters; Sustainable funding; User fee; Application programs",,"88th Annual Water Environment Federation Technical Exhibition and Conference, WEFTEC 2015","26 September 2015 through 30 September 2015",,149563,"English",Conference Paper,"Final","",Scopus
"8595948100;57203536426;57210378301;6506304211;7201964711;","Identification of barriers to energy efficiency and solutions to promote these practices",2015,"88th Annual Water Environment Federation Technical Exhibition and Conference, WEFTEC 2015",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070693061&doi=10.2175%2f193864715819555968&partnerID=40&md5=8951b2619fc3b9667a8a734d4214ec55","Successful deployment of energy efficiency initiatives may be increased by recognizing barriers and advancing strategies that overcome them. A national survey recently collected input on barriers from more than 110 wastewater service utilities. A concurrent utility focus group process captured detailed experiences. Motivation is a crucial precondition for energy efficiency. The utilities reported that the strongest motivators for utility staff are (1) reductions in energy expenditures and (2) prioritization by utility management. The project identified the following key barriers: ♦ Capital projects. Economic barriers dominate: inadequate financial feasibility, lack of funding, and resource competition with other organizational priorities. ♦ Operations optimization. Operational conservatism (desire for a margin of safety for permit compliance) is the strongest barrier to implementing operating changes that conserve energy. ♦ Maintenance for energy efficiency. Many utilities have not optimized maintenance intervals for energy efficiency because they prioritize more pressing maintenance activities. The barriers considered by this research include both internal and external challenges. Internal challenges are mitigated by well-developed energy programs, as gauged by the level of implementation of the approaches outlined in the WEF Energy Roadmap. Utilities with well-developed programs perceive barriers to energy efficiency initiatives as being lower. External challenges are reduced for water resource recovery facilities (WRRFs) in states with well-funded and accessible energy incentive programs and less-inhibitive energy policies. Copyright ©2015 Water Environmental Federation.","Biogas utilization; Energy efficiency; Operations and maintenance optimization; Organizational approaches; Renewable energy","Human resource management; Maintenance; Water resources; Barriers to energy efficiencies; Biogas utilization; Maintenance intervals; Operations and maintenance; Operations optimization; Organizational approaches; Renewable energies; Resource competitions; Energy efficiency",,"88th Annual Water Environment Federation Technical Exhibition and Conference, WEFTEC 2015","26 September 2015 through 30 September 2015",,149563,"English",Conference Paper,"Final","",Scopus
"56689576800;57190186981;35482982300;56690445000;56690580000;","Immunoenhancing constituents of poria cocos",2015,"International Journal of Pharmacology",2,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84931337907&doi=10.3923%2fijp.2015.463.469&partnerID=40&md5=f4597e7d007ef41b7745b71e58a6893c","The dried sclerotium of Poria cocos (Schw.) Wolf, referred to as Poria (Fuling in Chinese), was widely used as both food and traditional Chinese medicine. The present study aimed to investigate the immunoenhancing constituents of Poria, multi-mode separation methods that were applied to fraction splitting of Fuling to furnish Petroleum Ether Fraction (PEF), Ethyl Acetate Fraction (EAF), Water Eluated Fraction (WEF), Alcohol Eluated Fraction (AEF) and Crude Polysaccharide Fraction (CPF). The serum hemolysin against SRBC, the Clearance Rate of Carbon Particles, thymus index and Peripheral Blood Lymphocyte (PBL) transformation assays were used to explore the immunoenhancing fractions of Fuling. The minimal effective dose of Poria Water Decoction (WD) for its immunoenhancing action was examined to be 25 g kgG 1 according to crude drug. Pharmacological experiment indicated that EAF and CPF were regarded as immunoenhancing fractions of Poria, further, the HPLC analysis indicated that triterpenoids are the main constituents of EAF. In addition, the triterpenoids and polysaccharides in different parts of P. cocos were compared, indicating the triterpenoids were increased in the order of Poria epidermis (Fuling-Pi)>red Poria (chi-Fuling)>white Poria (bai-Fuling) and the total saccharides and soluble saccharides of red Poria were higher than other parts. The polysaccharides and triterpenoids were the immunoenhancing fractions of Poria and the formere is stronger. The current results can also explain the application difference of the three parts of Poria. © 2015 Asian Network for Scientific Information.","Fuling-Pi; Immunopotential material basis; Polysaccharide; Poria cocos (Schw.) wolf; Triterpenoids","acetic acid ethyl ester; alcohol; hemolysin; petroleum ether; polysaccharide; Poria cocos extract; triterpenoid; Article; blood analysis; carbon clearance index; clearance; controlled study; high performance liquid chromatography; immunomodulation; lymphocyte transformation test; mouse; nonhuman; parameters; peripheral lymphocyte; phagocytic index; sheep erythrocyte; spleen index; thymus index",,,,,,"English",Article,"Final","All Open Access, Bronze",Scopus
"56519377400;56520239200;57195301978;56520345300;56520183800;56520411000;6504309113;","Diuretic ingredients of poria cocos",2015,"International Journal of Pharmacology",6,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84922989831&doi=10.3923%2fijp.2015.130.136&partnerID=40&md5=85296b39e9766a41b0a18f61f3ad6eec","To determine the diuretic ingredients of Poria and reveal the underlying action mechanisms, multi-mode separation methods were employed to split the different fractions of Poria to yield Petroleum Ether Fraction (PEF), Ethyl Acetate Fraction (EAF), Water Eluated Fraction (WEF), Alcohol Eluated Fraction (AEF), Crude Polysaccharide Fraction (CPF) and Refined Polysaccharide Fraction (RPF). The rats were orally administered of the water decoction and different splitted fractions of Poria, purified water was used as control. Urine samples were collected to determine the concentration of Na+, K+ and Cl~ and the blood samples were collected to determine the urine creatinine (Ucr), serum creatinine (Scr) andNa+-K+ATPase. Furthermore, kidney tissues were also collected to test the Na+-K+ ATPase and Carbonic Anhydrase (CA). The results showed that the volume of urine and the concentration of Na+, K+ and Cl~ in the 6 h urine samples were dramatically increased in the rats administered i.g., with water decoction and EAF as compared to the control group. Furthermore, the water decoction of Poria showed inhibitory effects on Na+-K+ ATPase in kidney while EAF showed inhibitory effects on the Na+-K+ ATPase action in both blood and kidney. Therefore, the EAF should be the diuretic fraction of Poria. The underlying diuretic action mechanisms of the EAF might be due to: (1) Increasing the release of Na+ and Cl~ in urine and (2) Inhibiting the Na+-K+ ATPase activity in both blood and kidney. © 2015 Asian Network for Scientific Information.","Diuretic action; Fraction; Poria; Poria cocos (Schw.) wolf","acetic acid ethyl ester; adenosine triphosphatase; adenosine triphosphatase (potassium sodium); alcohol; carbonate dehydratase; chloride ion; creatinine; hydrochlorothiazide; petroleum ether; polysaccharide; Poria cocos extract; potassium ion; sodium ion; water; animal experiment; animal model; animal tissue; Article; blood sampling; Chinese medicine; comparative study; controlled study; creatinine clearance; creatinine urine level; diuretic activity; enzyme inhibition; erythrocyte; fractionation; kidney parenchyma; male; nonhuman; Poria cocos; rat; side effect; tissue homogenate; unspecified side effect; urinalysis",,,,,,"English",Article,"Final","All Open Access, Bronze",Scopus
"7005763020;56186230800;","96 h LC50, behavioural alterations and histopathological effects due to wastewater toxicity in a freshwater fish Channa punctatus",2015,"Environmental Science and Pollution Research",9,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84925536560&doi=10.1007%2fs11356-014-3710-1&partnerID=40&md5=0d3b7c72a3a7ca3c4a06a0602b8d7b24","The aim of the study was to evaluate the toxic impact of wastewater from sites 1 and 2 of Tung Dhab drain in the state of Punjab, India, on fish behaviour, morphology and gill histopathological biomarkers in comparison to control group. Static non-renewal tests were conducted for 96 h to determine LC50 of the wastewater for both sites using five concentrations (6.25–100 %). Fish were regularly noticed for any deviation in behaviour and external morphology. Physico-chemical analysis of wastewater was done using standard methods recommended by APHA/AWWA/WEF (2005). Chronic toxicity tests were conducted for 15 and 30 days with sublethal concentrations of wastewater (50–90 % of LC50) and gill histopathology was assessed. Wastewater near a paper mill was more toxic as observed from LC50 values of 72.45 %. There was evident deterioration of water quality as the recorded values of some parameters were higher than the standard discharge limits. The test fish exhibited increased air gulping and surfacing, erratic movements initially and decreased opercular movements as the exposure period increased. Morphological observations include increased body colouration, mucus secretion, scale loss and haemorrhages on the skin and lower lip. Alterations in the gill histology such as complete lamellar fusion, epithelial lifting and intraepithelial oedema, haemorrhages, lamellar necrosis and aneurysm were noted in the test fish. Results demonstrate that the fish exposed to wastewater from both sites showed significantly greater change in gill organ index (IG) as compared to control fish for 15 and 30 days. © 2014, Springer-Verlag Berlin Heidelberg.","Acute toxicity; Behaviour; Channa punctatus; Gill histopathology; Morphology; Municipal wastewater; Paper mill effluent; Physicochemical parameters","fresh water; waste water; water pollutant; analysis; animal; animal behavior; chemistry; drug effects; gill; India; LD50; pathology; Perciformes; toxicity; toxicity testing; waste water; water pollutant; Animals; Behavior, Animal; Fresh Water; Gills; India; Lethal Dose 50; Perciformes; Toxicity Tests, Chronic; Waste Water; Water Pollutants, Chemical",,,,,,"English",Article,"Final","",Scopus
"57215453358;23982493800;57200923419;56780174400;","A case study of online real-time volatile fatty acids monitoring for control and optimization of co-digestion",2015,"88th Annual Water Environment Federation Technical Exhibition and Conference, WEFTEC 2015",1,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84992115394&doi=10.2175%2f193864715819540108&partnerID=40&md5=fb5df9b80a7f7064a254223b313f9d73","Online real-time monitoring and control for optimization of Co-Digestion processes has been demonstrated using a combination of commercial and proprietary systems (Petrella et al., 2015). While Co-Digestion of municipal wastewater with Fats, Oils, and Grease (FOG) is a recognized and well documented process within the waste water industry (Parry, 2013), monitoring of Volatile Fatty Acids (VFA) and alkalinity has traditionally been performed by manual grab-sample testing. The result is that FOG is typically carefully added in co-digestion to avoid upsets to the digester (Kabouris et al., 2009). The presented case study illustrates the use of online real-time alkalinity and VFA monitoring to calibrate an adaptive control methodology (Petrella, WEF/IWA, 2015) that is in turn used to optimize a retrofitted municipal digester located in Glenn Rock, New Jersey at the Ridgewood Village Sewer Authority. The retrofit included a FOG receiving and feeding station, combined heat and power unit, gas storage unit, gas conditioning system, and an intertie protection system. The combined heat and power unit is capable of net positive power generation and is limited by a power utility agreement to annualized net zero export. The focus of the presented case study is the use of on-line alkalinity and VFA monitoring equipment that enables integration with a dynamic mathematical model of the co-digestion process to optimally control feedstock feeding schedules to the digester (Wingler et al, 2014). Real-time monitoring enables optimization of loading rates and biogas production. The results of the Alkalinity-VFA measurements are used to update the kinetic coefficients in the model to guarantee good predictive behavior. Copyright ©2015 Water Environmental Federation.","Alkalinity; Co-digestion optimization; Online real-time monitoring and control; Volatile fatty acids","Alkalinity; Cogeneration plants; Monitoring; Oils and fats; Online systems; pH; Process control; Real time systems; Well testing; Codigestion; Combined heat and power units; Control and optimization; Dynamic mathematical model; Monitoring equipment; Municipal wastewaters; Predictive behaviors; Real time monitoring; Volatile fatty acids",,"88th Annual Water Environment Federation Technical Exhibition and Conference, WEFTEC 2015","26 September 2015 through 30 September 2015",,149563,"English",Conference Paper,"Final","",Scopus
"8575846500;56079609900;55474371200;7102331892;7406891143;","Cogitation on developing a dynamic model of soil wind erosion",2015,"Science China Earth Sciences",16,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84925491426&doi=10.1007%2fs11430-014-5002-5&partnerID=40&md5=adfeb511b472938b877f96aa3bc97eac","Studies on soil wind erosion began with single factors affecting soil wind erosion; with increasing quantities of data being accumulated, the wind erosion equation (WEQ), the revised wind erosion equation (RWEQ), the wind erosion prediction system (WEPS), and other soil wind erosion models have been successively established, and great advances have been achieved. Here we briefly review the soil wind erosion research course and analyze the advantages and disadvantages of the current soil wind erosion models. From the perspective of the dynamics of wind erosion, we classified the factors affecting soil wind erosion into three categories, namely, wind erosivity factors (WEF), soil antierodibility factors (SAF), and roughness interference factors (RIF). We proposed the concept of a standard plot of soil wind erosion to solve the problem of uncertainty of the soil wind erosion modulus on a spatial scale, and provided methods to set similarity conditions in wind tunnel simulation experiments and to convert the spatial scale of the wind erosion modulus from the standard plot to a large scale field. We also proposed a conceptual model on the basis of the dynamics of soil wind erosion with the theoretical basis that wind produces a shear force on the soil surface. This shear force is partitioned by barely erodible soil surfaces and roughness elements on the ground, and the amount of soil loss by wind should be calculated by comparing the shear force of the wind on barely erodible soil surfaces with the anti-erosion force of the surface soil. One advantage of this conceptual model is that the calculated soil wind erosion modulus is not subject to changes of spatial scale. Finally, we recommended continual improvement of the existing models while also establishing new models. © 2014, Science China Press and Springer-Verlag Berlin Heidelberg.","conceptual dynamic model of soil wind erosion; conversion of soil loss in spatial scales; factors affecting soil wind erosion; standard plot","Dynamic models; Erosion; Wind tunnels; Interference factor; Roughness elements; Soil loss; Soil wind erosion; Standard-plot; Wind erosion equation (WEQ); Wind erosion prediction systems (WEPS); Wind-tunnel simulation; Soils",,,,,,"English",Article,"Final","",Scopus
